index,budget,genres,id,original_language,original_title,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,cast,director
4097,6000000,Drama Music Romance,301351,en,We Are Your Friends,28.819424,"[{""name"": ""Working Title Films"", ""id"": 10163}]",2015-08-26,11122090,96.0,Released,We Are Your Friends,6.3,Zac Efron Emily Ratajkowski Wes Bentley Nick Rotteveel Alessandro Lindblad,Max Joseph
4099,2000000,Crime Drama Thriller Action,7873,en,Harsh Times,12.999023,"[{""name"": ""The Weinstein Company"", ""id"": 308}]",2005-09-11,5967038,120.0,Released,Harsh Times,6.3,Christian Bale Freddy Rodr\u00edguez Eva Longoria Chaka Forman Tammy Trull,David Ayer
4100,2000000,Crime Drama Thriller,331190,en,Captive,6.7288820000000005,"[{""name"": ""Itaca Films"", ""id"": 16322}, {""name"": ""BN Films"", ""id"": 30531}, {""name"": ""Brightside Entertainment"", ""id"": 56735}, {""name"": ""1019 Entertainment"", ""id"": 56736}, {""name"": ""Yoruba Saxon Productions"", ""id"": 65927}]",2015-09-17,2801508,97.0,Released,Captive,5.6,Kate Mara David Oyelowo Michael Kenneth Williams Mimi Rogers Leonor Varela,Jerry Jameson
4101,2000000,Comedy Drama Romance,15186,en,Full Frontal,1.95686,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Populist Pictures"", ""id"": 14729}, {""name"": ""Monophonic Inc."", ""id"": 69989}]",2002-08-02,2506446,96.0,Released,Full Frontal,4.8,David Duchovny Nicky Katt Catherine Keener Mary McCormack David Hyde Pierce,Steven Soderbergh
4103,2000000,Romance Drama Comedy,1378,en,Shortbus,14.846001,"[{""name"": ""Fortissimo Films"", ""id"": 1615}, {""name"": ""Process Productions"", ""id"": 1616}, {""name"": ""Q Television"", ""id"": 1617}]",2006-05-20,5179037,101.0,Released,Shortbus,6.3,Sook-Yin Lee Paul Dawson PJ DeBoy Jay Brannan Lindsay Beamish,John Cameron Mitchell
4104,2000000,Drama Animation War,8885,he,Vals Im Bashir,14.08251,"[{""name"": ""Les Films d'Ici"", ""id"": 1848}, {""name"": ""Bridgit Folman Film Gang"", ""id"": 17931}, {""name"": ""Razor Film Produktion"", ""id"": 17932}]",2008-06-25,11125849,90.0,Released,Waltz with Bashir,7.8,Ari Folman Ron Ben-Yishai Dror Harazi Ronny Dayag,Ari Folman
4105,2000000,Unknown,48382,en,"The Book of Mormon Movie, Volume 1: The Journey",0.031947,[],2003-09-12,1672730,120.0,Released,"The Book of Mormon Movie, Volume 1: The Journey",5.0,Kirby Heyborne Michael Flynn,Unknown
4106,2000000,Documentary,12901,en,No End in Sight,2.2837959999999997,[],2007-07-27,1431623,102.0,Released,No End in Sight,7.2,Campbell Scott Gerald Burke Ali Fadhil Robert Hutchings,Charles Ferguson
4107,2000000,Drama Romance,250124,en,The Diary of a Teenage Girl,18.224326,"[{""name"": ""Caviar Films"", ""id"": 2699}, {""name"": ""Cold Iron Pictures"", ""id"": 3916}, {""name"": ""Archer Gray"", ""id"": 41640}]",2015-08-07,1477002,98.0,Released,The Diary of a Teenage Girl,6.8,Bel Powley Kristen Wiig Alexander Skarsg\u00e5rd Christopher Meloni Austin Lyon,Marielle Heller
4108,2000000,Documentary,14284,en,In the Shadow of the Moon,3.4315900000000004,"[{""name"": ""Film4"", ""id"": 9349}, {""name"": ""Passion Pictures"", ""id"": 11594}, {""name"": ""Discovery Films"", ""id"": 21673}]",2007-01-19,0,109.0,Released,In the Shadow of the Moon,7.6,Buzz Aldrin Michael Collins Alan Bean Eugene Cernan Charles Duke,David Sington
4110,2000000,History Documentary,12228,en,Inside Deep Throat,3.980072,[],2005-02-11,653621,92.0,Released,Inside Deep Throat,6.8,Dennis Hopper Peter Bart Warren Beatty Carl Bernstein,Fenton Bailey
4113,2000000,Comedy,42889,en,The Virginity Hit,3.125382,"[{""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Principato-Young Entertainment"", ""id"": 37845}]",2010-09-10,563706,120.0,Released,The Virginity Hit,4.6,Matt Bennett Zack Pearlman Jacob Davich Justin Kline Krysta Rodriguez,Huck Botko
4114,2000000,Action Thriller,10656,fr,Subway,5.261065,"[{""name"": ""Gaumont"", ""id"": 9}]",1985-04-10,390659,104.0,Released,Subway,6.3,Isabelle Adjani Christopher Lambert Richard Bohringer Michel Galabru Jean-Hugues Anglade,Luc Besson
4117,2000000,Action Adventure Science Fiction,24746,en,Six-String Samurai,1.892183,"[{""name"": ""HSX Films"", ""id"": 4714}]",1998-09-18,124494,91.0,Released,Six-String Samurai,5.8,Jeffrey Falcon Justin McGuire Kim De Angelo Stephane Gauger Clifford Hugo,Lance Mungia
4119,2000000,Drama Comedy Music,12109,en,It's All Gone Pete Tong,3.911445,[],2004-09-12,120620,90.0,Released,It's All Gone Pete Tong,7.1,Paul Kaye Kate Magowan Neil Maskell Beatriz Batarda Pete Tong,Michael Dowse
4120,3800000,Comedy,27023,en,Saint John of Las Vegas,2.559806,[],2009-06-10,111731,84.0,Released,Saint John of Las Vegas,5.9,Steve Buscemi Romany Malco Tim Blake Nelson Sarah Silverman John Cho,Hue Rhodes
4122,13500000,Drama,273899,en,Stonewall,5.16023,"[{""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",2015-09-18,187674,129.0,Released,Stonewall,5.2,Jeremy Irvine Jonny Beauchamp Jonathan Rhys Meyers Ron Perlman Caleb Landry Jones,Roland Emmerich
4123,7000000,Animation Family Foreign,20653,en,Roadside Romeo,0.2535949999999999,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Yash Raj Films"", ""id"": 1569}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Disney World Cinema"", ""id"": 89347}]",2008-10-24,1100000,93.0,Released,Roadside Romeo,6.7,Saif Ali Khan Kareena Kapoor Javed Jaffrey Tanaaz Currim Irani Vrajesh Hirjee,Unknown
4128,2000000,Comedy Science Fiction Romance Horror,28260,en,Return of the Living Dead 3,7.502934,"[{""name"": ""Ozla Productions"", ""id"": 4777}]",1993-10-01,54207,97.0,Released,Return of the Living Dead 3,5.9,Melinda Clarke J. Trevor Edmond Kent McCord Sarah Douglas James T. Callahan,Brian Yuzna
4130,2000000,Drama,13075,en,Sherrybaby,4.261508999999998,"[{""name"": ""Red Envelope Entertainment"", ""id"": 4732}]",2006-09-08,622806,96.0,Released,Sherrybaby,6.3,Maggie Gyllenhaal Michelle Hurst Sandra Rodr\u00edguez Danny Trejo Brad William Henke,Laurie Collyer
4137,1000000,Thriller Horror,50698,en,Grave Encounters,13.222268,"[{""name"": ""Darclight"", ""id"": 6448}, {""name"": ""Twin Engine Films"", ""id"": 12881}, {""name"": ""Digital Interference Productions"", ""id"": 52207}]",2011-09-09,0,92.0,Released,Grave Encounters,6.1,Sean Rogerson Juan Riedinger Ashleigh Gryzko Mackenzie Gray Arthur Corber,Colin Minihan
4138,100000,Horror,115210,en,Stitches,7.447713999999999,"[{""name"": ""B\u00f3rd Scann\u00e1n na h\u00c9ireann"", ""id"": 1898}, {""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Fantastic Films"", ""id"": 18078}, {""name"": ""MPI Media Group"", ""id"": 23457}, {""name"": ""Tailored Films"", ""id"": 23459}, {""name"": ""Solid Entertainment"", ""id"": 23460}]",2012-05-19,95000,86.0,Released,Stitches,5.5,Ross Noble Tommy Knight Gemma-Leah Devereux John McDonnell,Conor McMahon
4139,2000000,Crime Drama Horror Thriller,34335,en,Nine Dead,9.68793,"[{""name"": ""Hartbreak Films"", ""id"": 5452}]",2010-01-01,0,98.0,Released,Nine Dead,5.2,Melissa Joan Hart John Terry Chip Bent Lawrence Turner Edrick Browne,Chris Shadley
4141,2000000,Comedy,11302,en,Bananas,5.941852,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Jack Rollins & Charles H. Joffe Productions"", ""id"": 13309}]",1971-04-28,11833696,82.0,Released,Bananas,6.7,Woody Allen Louise Lasser Carlos Montalb\u00e1n Nati Abascal Jacobo Morales,Woody Allen
4144,2300000,Crime Drama Mystery,3766,en,The Lady from Shanghai,8.055083999999999,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mercury Productions"", ""id"": 11447}]",1947-12-24,0,87.0,Released,The Lady from Shanghai,7.2,Rita Hayworth Orson Welles Everett Sloane Glenn Anders Ted de Corsia,Orson Welles
4145,2000000,Horror Thriller,18616,en,No Man's Land: The Rise of Reeker,4.346271,"[{""name"": ""Institution, The"", ""id"": 3517}]",2008-05-01,0,88.0,Released,No Man's Land: The Rise of Reeker,4.4,Stephen Martines Valerie Cruz Mircea Monroe Desmond Askew Michael Robert Brandon,Dave Payne
4146,14000000,Action Adventure Drama,18808,en,Highway,3.419685,"[{""name"": ""Alex Entertainment Inc."", ""id"": 50893}]",2002-01-01,0,97.0,Released,Highway,5.6,Jake Gyllenhaal Selma Blair Jared Leto John C. McGinley Jeremy Piven,James Cox
4147,2000000,Comedy Crime,95755,en,Small Apartments,5.100741,"[{""name"": ""Deviant Films"", ""id"": 3265}, {""name"": ""Morocco Junction Pictures"", ""id"": 68079}, {""name"": ""1812 Productions"", ""id"": 68080}]",2012-03-10,0,96.0,Released,Small Apartments,5.7,Matt Lucas Juno Temple James Caan Dolph Lundgren Billy Crystal,Jonas \u00c5kerlund
4152,7000000,Comedy Drama,153795,en,Straight A's,4.5082900000000015,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""The Group Films"", ""id"": 13621}]",2013-01-16,0,88.0,Released,Straight A's,5.2,Anna Paquin Ryan Phillippe Luke Wilson Powers Boothe Riley Thomas Stewart,James Cox
4157,2000000,Thriller Mystery Horror Drama,309919,en,The Curse of Downers Grove,2.00163,"[{""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""AliBella Pictures"", ""id"": 61372}, {""name"": ""Bystander Films"", ""id"": 61373}, {""name"": ""Management Production Entertainment (MPE)"", ""id"": 61374}, {""name"": ""Mangrove Media"", ""id"": 61375}]",2015-08-21,0,89.0,Released,The Curse of Downers Grove,4.4,Bella Heathcote Lucas Till Helen Slater Penelope Mitchell Mark L. Young,Derick Martini
4158,2000000,Thriller,299553,en,Shark Lake,1.187764,"[{""name"": ""FLF Films"", ""id"": 36684}, {""name"": ""Bottom Line Entertainment"", ""id"": 36685}, {""name"": ""Parkside Pictures"", ""id"": 56696}]",2015-10-02,0,92.0,Released,Shark Lake,4.4,Dolph Lundgren James Chalke Sara Malakul Lane Michael Aaron Milligan Ibrahim Renno Jr.,Jerry Dugan
4159,19000000,Crime Drama,21309,en,River's Edge,6.463806,"[{""name"": ""Hemdale Film"", ""id"": 3952}, {""name"": ""Island"", ""id"": 3953}]",1986-08-27,0,99.0,Released,River's Edge,6.7,Crispin Glover Keanu Reeves Ione Skye Daniel Roebuck Dennis Hopper,Tim Hunter
4161,1950000,Thriller Action,329540,en,The Marine 4: Moving Target,3.6961230000000014,"[{""name"": ""WWE Studios"", ""id"": 10339}]",2015-04-10,0,90.0,Released,The Marine 4: Moving Target,5.8,Mike Mizanin Melissa Roxburgh Josh Blacker Matthew MacCaull Paul McGillion,William Kaufman
4162,1987650,Drama Thriller Mystery,26388,en,Buried,32.841229,"[{""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""Versus Entertainment"", ""id"": 11564}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Dark Trick Films"", ""id"": 11566}]",2010-09-24,19152480,94.0,Released,Buried,6.6,Ryan Reynolds Jos\u00e9 Luis Garc\u00eda P\u00e9rez Robert Paterson Stephen Tobolowsky Samantha Mathis,Rodrigo Cort\u00e9s
4169,1900000,Drama,295886,en,Brotherly Love,1.367751,[],2015-04-24,0,89.0,Post Production,Brotherly Love,6.9,Keke Palmer Cory Hardrict Eric D. Hill Jr. Quincy Brown Nafessa Williams,Jamal Hill
4170,1800000,Horror Drama Thriller,38358,en,The Last Exorcism,14.838985999999998,"[{""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Arcade Pictures"", ""id"": 11112}]",2010-08-27,67738090,87.0,Released,The Last Exorcism,5.6,Ashley Bell Patrick Fabian Iris Bahr Louis Herthum Caleb Landry Jones,Daniel Stamm
4172,1800000,Drama,702,en,A Streetcar Named Desire,14.884756,"[{""name"": ""Charles K. Feldman Group"", ""id"": 1317}, {""name"": ""Warner Bros."", ""id"": 6194}]",1951-09-18,8000000,125.0,Released,A Streetcar Named Desire,7.6,Vivien Leigh Marlon Brando Kim Hunter Karl Malden Rudy Bond,Elia Kazan
4173,1800000,Drama Comedy War,935,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,41.996783,"[{""name"": ""Hawk Films"", ""id"": 88}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",1964-01-29,9440272,95.0,Released,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,Peter Sellers George C. Scott Sterling Hayden Keenan Wynn Slim Pickens,Stanley Kubrick
4174,1800000,Drama Romance,542,es,El Crimen del Padre Amaro,2.1794279999999997,"[{""name"": ""Instituto Mexicano de Cinematograf\u00eda"", ""id"": 299}, {""name"": ""Alameda Films"", ""id"": 300}, {""name"": ""Cinecolor-M\u00e9xico"", ""id"": 301}, {""name"": ""Cinecolor-Argentina"", ""id"": 303}, {""name"": ""Artcam y Fonds Sud Cin\u00e9ma"", ""id"": 304}]",2002-10-01,0,118.0,Released,The Crime of Padre Amaro,6.2,Gael Garc\u00eda Bernal Ana Claudia Talanc\u00f3n Sancho Gracia Ang\u00e9lica Arag\u00f3n Ernesto G\u00f3mez Cruz,Carlos Carrera
4175,1800000,Drama Fantasy,84175,en,Beasts of the Southern Wild,12.471239,"[{""name"": ""Journeyman Pictures"", ""id"": 2291}, {""name"": ""Court 13 Pictures"", ""id"": 6714}, {""name"": ""Cinereach"", ""id"": 12219}]",2012-06-29,21107746,93.0,Released,Beasts of the Southern Wild,6.8,Quvenzhan\u00e9 Wallis Dwight Henry Levy Easterly Gina Montana Lowell Landes,Benh Zeitlin
4176,1700000,Action Science Fiction,1705,en,Battle for the Planet of the Apes,13.315383,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Apjac International"", ""id"": 22542}]",1973-06-15,8844595,93.0,Released,Battle for the Planet of the Apes,5.5,Roddy McDowall Natalie Trundy Austin Stoker Severn Darden Claude Akins,J. Lee Thompson
4178,2000000,Drama Thriller,50875,en,Higher Ground,1.6991009999999998,[],2011-08-26,841733,109.0,Post Production,Higher Ground,5.3,Vera Farmiga Donna Murphy Dagmara Domi\u0144czyk John Hawkes Joshua Leonard,Vera Farmiga
4183,1800000,Western,4929,en,Hang 'em High,11.756943,"[{""name"": ""United Artists"", ""id"": 60}]",1968-07-31,6800000,114.0,Released,Hang 'em High,6.7,Clint Eastwood Inger Stevens Ed Begley Pat Hingle Ben Johnson,Ted Post
4187,1800000,Action Science Fiction,205126,en,Independence Daysaster,1.959405,"[{""name"": ""Independence Day Productions"", ""id"": 62511}]",2013-06-27,0,86.0,Released,Independence Daysaster,4.2,Casey Dubois Iain Belcher Andrea Brooks Nicholas Carella Emily Holmes,W.D. Hogan
4188,1800000,Comedy Romance,98557,en,Dysfunctional Friends,0.21544,[],2012-02-03,0,101.0,Released,Dysfunctional Friends,5.0,Stacey Dash Reagan Gomez-Preston Wesley Jonathan Persia White Jason Weaver,Corey Grant
4189,1530000,Action Drama Thriller,104,de,Lola rennt,27.36562,"[{""name"": ""X-Filme Creative Pool"", ""id"": 1972}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}]",1998-08-20,7267585,81.0,Released,Run Lola Run,7.2,Franka Potente Moritz Bleibtreu Herbert Knaup Nina Petri Armin Rohde,Tom Tykwer
4190,500000,Drama Horror Thriller Romance,10894,en,May,8.650779,"[{""name"": ""A Loopy Production LLC"", ""id"": 29693}, {""name"": ""2 Loop Films"", ""id"": 29694}]",2002-01-13,150277,93.0,Released,May,6.3,Angela Bettis Jeremy Sisto Anna Faris James Duval Nichole Hiltz,Lucky McKee
4191,1493619,Adventure Family,246449,en,Against the Wild,2.492747,"[{""name"": ""Against the Wild Films"", ""id"": 26343}]",2013-12-29,0,90.0,Released,Against the Wild,4.9,Natasha Henstridge CJ Adams Erin Pitt Ted Whittall Rainbow Francks,Richard Boddington
4193,1700000,Action Science Fiction,1688,en,Conquest of the Planet of the Apes,18.828683,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""APJAC Productions"", ""id"": 12943}]",1972-06-29,9700000,88.0,Released,Conquest of the Planet of the Apes,6.1,Roddy McDowall Don Murray Ricardo Montalban Hari Rhodes Severn Darden,J. Lee Thompson
4194,1700000,Drama Thriller,1999,en,In the Bedroom,6.9796380000000005,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""GreeneStreet/SKE Films"", ""id"": 842}]",2001-11-23,0,130.0,Released,In the Bedroom,6.4,Tom Wilkinson Sissy Spacek Nick Stahl Marisa Tomei William Mapother,Todd Field
4195,2000000,Thriller Crime Horror,43947,en,I Spit on Your Grave,26.281839,"[{""name"": ""Anchor Bay Films"", ""id"": 5860}, {""name"": ""Cinetel Films"", ""id"": 10399}, {""name"": ""Family of the Year Productions"", ""id"": 21624}]",2010-06-17,572809,108.0,Released,I Spit on Your Grave,6.3,Sarah Butler Daniel Franzese Chad Lindberg Jeff Branson Rodney Eastman,Steven R. Monroe
4196,1700000,Comedy Crime,24066,en,"Happy, Texas",2.079125,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Marked Entertainment"", ""id"": 16833}]",1999-12-03,1943649,98.0,Released,"Happy, Texas",5.5,Steve Zahn William H. Macy Jeremy Northam Ally Walker Ron Perlman,Mark Illsley
4198,1000000,Drama Romance,191714,hi,Dabba,14.017809,"[{""name"": ""UTV Motion Pictures"", ""id"": 2320}]",2013-09-19,4235151,104.0,Released,The Lunchbox,7.3,Irrfan Khan Nimrat Kaur Nawazuddin Siddiqui Denzil Smith Bharati Achrekar,Ritesh Batra
4200,1644736,Comedy Romance,34106,en,You Can't Take It With You,3.426314,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",1938-08-23,7433101,126.0,Released,You Can't Take It With You,7.2,Jean Arthur Lionel Barrymore James Stewart Edward Arnold Mischa Auer,Frank Capra
4201,1650000,War Drama Romance,11426,en,From Here to Eternity,6.915201,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",1953-08-04,30500000,118.0,Released,From Here to Eternity,7.2,Burt Lancaster Montgomery Clift Deborah Kerr Donna Reed Frank Sinatra,Fred Zinnemann
4202,1600000,Western,13909,en,She Wore a Yellow Ribbon,8.535178,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}]",1949-10-22,5400000,103.0,Released,She Wore a Yellow Ribbon,7.1,"John Wayne Joanne Dru John Agar Ben Johnson Harry Carey, Jr.",John Ford
4209,1600000,Crime Drama Mystery,592,en,The Conversation,20.810292,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""The Coppola Company"", ""id"": 536}, {""name"": ""The Directors Company"", ""id"": 14120}]",1974-04-07,4420000,113.0,Released,The Conversation,7.5,Gene Hackman John Cazale Frederic Forrest Cindy Williams Harrison Ford,Francis Ford Coppola
4214,2000000,Comedy,10758,en,Waitress,9.67299,"[{""name"": ""Night and Day Pictures"", ""id"": 24133}]",2007-05-25,22179430,108.0,Released,Waitress,6.7,Keri Russell Nathan Fillion Andy Griffith Cheryl Hines Eddie Jemison,Adrienne Shelly
4215,1500000,Action,11690,en,Bloodsport,17.49699,"[{""name"": ""Cannon Films"", ""id"": 4110}]",1988-02-26,11806119,92.0,Released,Bloodsport,6.6,Jean-Claude Van Damme Bolo Yeung Roy Chiao Philip Chan Yan-Kin Donald Gibb,Newt Arnold
4216,1500000,Comedy Drama,3083,en,Mr. Smith Goes to Washington,12.2624,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",1939-10-19,9600000,129.0,Released,Mr. Smith Goes to Washington,7.9,James Stewart Jean Arthur Claude Rains Edward Arnold Guy Kibbee,Frank Capra
4217,1500000,Drama Crime,9344,en,Kids,13.291991,"[{""name"": ""Miramax Films"", ""id"": 14}]",1995-07-28,7412216,91.0,Released,Kids,6.8,Leo Fitzpatrick Rosario Dawson Chlo\u00eb Sevigny Justin Pierce Sajan Bhagat,Larry Clark
4218,1500000,Comedy Drama,10707,en,The Squid and the Whale,13.788054,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Samuel Goldwyn Films"", ""id"": 9118}, {""name"": ""Sony Pictures International"", ""id"": 63520}]",2005-10-05,11098131,81.0,Released,The Squid and the Whale,6.9,Jeff Daniels Laura Linney Jesse Eisenberg Owen Kline William Baldwin,Noah Baumbach
4219,1000000,Comedy,15647,en,Kissing Jessica Stein,3.990215,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Eden Wurmfeld Films"", ""id"": 4143}, {""name"": ""Cineric"", ""id"": 11078}, {""name"": ""Michael Alden Productions"", ""id"": 84889}, {""name"": ""Brad Zions Films"", ""id"": 84890}]",2001-04-21,10013424,97.0,Released,Kissing Jessica Stein,5.9,Jennifer Westfeldt Tovah Feldshuh Esther Wurmfeld Hillel Friedman Jon Hamm,Charles Herman-Wurmfeld
4220,17000000,Action Drama,308529,en,Kickboxer: Vengeance,6.526587999999999,"[{""name"": ""Radar Pictures"", ""id"": 14718}, {""name"": ""Headmon Entertainment & Productions"", ""id"": 86465}]",2016-07-14,0,90.0,Released,Kickboxer: Vengeance,4.5,Alain Moussi Dave Bautista Sara Malakul Lane Jean-Claude Van Damme Darren Shahlavi,John Stockwell
4221,1500000,Drama Mystery Thriller,4174,en,Spellbound,11.145915,"[{""name"": ""Selznick International Pictures"", ""id"": 1553}]",1945-12-28,7000000,111.0,Released,Spellbound,7.3,Ingrid Bergman Gregory Peck Michael Chekhov Rhonda Fleming Leo G. Carroll,Alfred Hitchcock
4223,1500000,Romance Comedy Crime Drama,9464,en,Buffalo '66,10.009994,[],1998-01-20,2375097,110.0,Released,Buffalo '66,7.1,Vincent Gallo Christina Ricci Ben Gazzara Mickey Rourke Rosanna Arquette,Vincent Gallo
4224,1500000,Horror Thriller,49018,en,Insidious,58.594852,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Haunted Movies"", ""id"": 21742}]",2010-09-13,97009150,103.0,Released,Insidious,6.8,Patrick Wilson Rose Byrne Ty Simpkins Barbara Hershey Lin Shaye,James Wan
4225,1500000,Comedy Crime Science Fiction Thriller,13820,en,Repo Man,11.35344,"[{""name"": ""Edge City"", ""id"": 11463}]",1984-02-20,2300000,92.0,Released,Repo Man,6.7,Harry Dean Stanton Emilio Estevez Tracey Walter Olivia Barash Sy Richardson,Alex Cox
4226,1500000,Crime Drama Thriller,18079,es,Nueve Reinas,8.589355,"[{""name"": ""Naya Films S.A."", ""id"": 4718}, {""name"": ""Patagonik Film Group"", ""id"": 7100}]",2000-08-31,0,114.0,Released,Nine Queens,7.4,Ricardo Dar\u00edn Gast\u00f3n Pauls Leticia Br\u00e9dice Mar\u00eda Mercedes Villagra Gabriel Correa,Fabi\u00e1n Bielinsky
4228,1500000,Drama,17113,en,The Ballad of Jack and Rose,3.618646,"[{""name"": ""Elevation Filmworks"", ""id"": 1840}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""IFC Productions"", ""id"": 26468}, {""name"": ""Jack and Rose Productions"", ""id"": 37334}]",2005-03-25,712294,111.0,Released,The Ballad of Jack and Rose,6.5,Daniel Day-Lewis Camilla Belle Catherine Keener Ryan McDonald Paul Dano,Rebecca Miller
4229,1500000,Comedy Romance,129139,en,The To Do List,15.017068,"[{""name"": ""3 Arts Entertainment"", ""id"": 787}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}]",2013-07-24,3566225,104.0,Released,The To Do List,5.5,Aubrey Plaza Johnny Simmons Bill Hader Alia Shawkat Sarah Steele,Maggie Carey
4230,1500000,Action Crime Drama Thriller,507,en,Killing Zoe,5.817519,"[{""name"": ""Live Entertainment"", ""id"": 285}]",1993-10-01,418961,96.0,Released,Killing Zoe,6.1,Eric Stoltz Julie Delpy Jean-Hugues Anglade Tai Thai Bruce Ramsay,Roger Avary
4231,1500000,Drama,4012,en,The Believer,9.856826,"[{""name"": ""Fuller Films"", ""id"": 1539}, {""name"": ""Seven Arts Pictures"", ""id"": 14159}]",2001-01-19,416925,98.0,Released,The Believer,6.8,Ryan Gosling Summer Phoenix Theresa Russell Billy Zane Joshua Harto,Henry Bean
4234,1500000,Horror Mystery,10972,en,Session 9,11.064228,"[{""name"": ""October Films"", ""id"": 236}, {""name"": ""USA Films"", ""id"": 987}, {""name"": ""Scout Productions"", ""id"": 2065}]",2001-08-10,373967,100.0,Released,Session 9,6.2,Peter Mullan David Caruso Stephen Gevedon Josh Lucas Brendan Sexton III,Brad Anderson
4240,1500000,Comedy Horror,1961,en,My Name Is Bruce,7.5591,"[{""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Image Entertainment"", ""id"": 3086}]",2007-10-01,173066,86.0,Released,My Name Is Bruce,5.9,Bruce Campbell Grace Thorsen Ted Raimi Adam Boyd Mike Estes,Bruce Campbell
4242,1500000,Comedy,291362,en,Road Hard,0.8590139999999999,"[{""name"": ""Sontalia"", ""id"": 32558}]",2015-03-06,0,97.0,Released,Road Hard,6.6,Adam Carolla Diane Farr Larry Miller Mindy Robinson David Koechner,Adam Carolla
4243,1500000,Drama Romance,30082,en,Forty Shades of Blue,0.071377,"[{""name"": ""Charlie Guidance"", ""id"": 45004}, {""name"": ""Flux Films"", ""id"": 54034}, {""name"": ""High Line Productions"", ""id"": 54035}, {""name"": ""Tiny Dancer Films"", ""id"": 54036}]",2005-12-07,0,108.0,Released,Forty Shades of Blue,6.0,Dina Korzun Rip Torn Darren E. Burrows Andrew Henderson Elizabeth Morton,Ira Sachs
4244,1200000,Drama History War,72913,en,Amigo,0.193172,"[{""name"": ""Anarchist's Convention Films"", ""id"": 2906}]",2010-07-14,0,128.0,Released,Amigo,6.0,Chris Cooper DJ Qualls Garret Dillahunt Yul Vazquez Lucas Neff,John Sayles
4245,1500000,Horror Mystery Science Fiction,23963,en,Pontypool,4.680206,"[{""name"": ""Ponty Up Pictures"", ""id"": 12975}, {""name"": ""Shadow Shows"", ""id"": 12976}]",2009-03-06,32000,93.0,Released,Pontypool,6.6,Stephen McHattie Lisa Houle Georgina Reilly Hrant Alianak Rick Roberts,Bruce McDonald
4246,2000000,Drama,29406,en,Trucker,1.20173,"[{""name"": ""Plum Pictures"", ""id"": 2224}, {""name"": ""Hanson Allen Films"", ""id"": 4090}, {""name"": ""Hart-Lunsford Pictures"", ""id"": 39483}]",2008-04-24,0,90.0,Released,Trucker,6.8,Michelle Monaghan Nathan Fillion Joey Lauren Adams Jimmy Bennett Mika Boorem,James Mottern
4248,1500000,Horror Thriller,104755,en,The Lords of Salem,14.504326,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Haunted Movies"", ""id"": 21742}]",2012-09-10,1165882,101.0,Released,The Lords of Salem,5.1,Sheri Moon Zombie Bruce Davison Jeff Daniel Phillips Judy Geeson Meg Foster,Rob Zombie
